StateCode,State,County,Year,Month,NO2 Mean,O3 Mean,SO2,CO
CA,California,Contra Costa,2010,9,8.485754078,0.027370956,1.279864467,0.291297628
CA,California,Contra Costa,2010,10,9.958434269,0.023541161,1.293497108,0.341553543
CA,California,Contra Costa,2010,11,11.31847909,0.018420221,1.219545523,0.392376006
CA,California,Contra Costa,2010,12,11.86353438,0.013429172,1.24557472,0.434568344
CA,California,Contra Costa,2011,1,12.80715152,0.009376304,1.442272027,0.443656989
CA,California,Contra Costa,2011,2,10.38633206,0.020950595,1.174625827,0.349722899
CA,California,Contra Costa,2011,3,7.355488409,0.025268602,1.09695757,0.327459172
CA,California,Contra Costa,2011,4,5.483455889,0.030222467,1.339260111,0.293597033
CA,California,Contra Costa,2011,5,4.78770557,0.033433806,1.349566527,0.276996032
CA,California,Contra Costa,2011,6,5.24333192,0.026905182,1.567908631,0.277728665
CA,California,Contra Costa,2011,7,4.928936022,0.023348806,1.71332886,0.253520419
CA,California,Contra Costa,2011,8,5.36866186,0.023255204,1.676281489,0.239703161
CA,California,Contra Costa,2011,9,8.155845578,0.029836067,2.132947856,0.313745133
CA,California,Contra Costa,2011,10,10.0860759,0.021383441,2.029002285,0.352502081
CA,California,Contra Costa,2011,11,11.02984653,0.0165042,1.685073128,0.348692506
CA,California,Contra Costa,2011,12,16.58049853,0.01310929,1.640305108,0.446389011
CA,California,Contra Costa,2012,1,14.63168895,0.014088172,2.104187269,0.404766753
CA,California,Contra Costa,2012,2,9.870612149,0.022074092,1.905715287,0.316182862
CA,California,Contra Costa,2012,3,7.197885591,0.030082871,1.803459489,0.290196952
CA,California,Contra Costa,2012,4,5.672870756,0.031656567,1.822054317,0.269405061
CA,California,Contra Costa,2012,5,5.211047957,0.035593742,1.451521183,0.266690634
CA,California,Contra Costa,2012,6,4.8450028,0.028233589,0.210000744,0.24770815
CA,California,Contra Costa,2012,7,4.999947634,0.026705817,0.331256505,0.259857145
CA,California,Contra Costa,2012,8,6.274379207,0.02771088,0.389067875,0.296585293
CA,California,Contra Costa,2012,9,7.975948909,0.029406227,0.430433688,0.308893744
CA,California,Contra Costa,2012,10,8.734415344,0.023104151,0.352471183,0.323326425
CA,California,Contra Costa,2012,11,11.44907783,0.017613578,0.434030167,0.381106639
CA,California,Contra Costa,2012,12,10.15537847,0.016836344,0.325240866,0.368022425
CA,California,Contra Costa,2013,1,14.44031558,0.014443419,0.628295683,0.432940774
CA,California,Contra Costa,2013,2,10.99250858,0.02086119,0.464927964,0.3634255
CA,California,Contra Costa,2013,3,7.941708301,0.02560329,0.394593027,0.31895643
CA,California,Contra Costa,2013,4,5.575061678,0.031756778,0.318372556,0.246794183
CA,California,Contra Costa,2013,5,5.502380159,0.031353246,0.293233565,0.266236493
CA,California,Contra Costa,2013,6,5.409763034,0.021159271,0.293391534,0.262616831
CA,California,Contra Costa,2013,7,5.048954871,0.023924677,0.269152024,0.258269508
CA,California,Contra Costa,2013,8,4.675450247,0.020178581,0.528488543,0.243953344
CA,California,Contra Costa,2013,9,5.433546822,0.025223044,0.570247894,0.292848661
CA,California,Contra Costa,2013,10,10.32962937,0.02344728,0.634797102,0.314917129
CA,California,Contra Costa,2013,11,13.2447529,0.017706522,0.540047294,0.390580328
CA,California,Contra Costa,2013,12,17.34489992,0.01283286,0.530142462,0.400957253
CA,California,Contra Costa,2014,1,16.8913664,0.014697376,0.46555428,0.448559957
CA,California,Contra Costa,2014,2,8.53409675,0.019683821,0.285389125,0.385756571
CA,California,Contra Costa,2014,3,6.799096527,0.027097269,0.735105591,0.363158435
CA,California,Contra Costa,2014,4,5.617149744,0.032846311,0.861240939,0.351181572
CA,California,Contra Costa,2014,5,4.594524645,0.033756086,0.860339323,0.311894167
CA,California,Contra Costa,2014,6,4.525938756,0.026822311,0.833049839,0.2478516
CA,California,Contra Costa,2014,7,4.28094271,0.023398753,0.821119946,0.270068968
CA,California,Contra Costa,2014,8,3.96147127,0.025055775,0.553985461,0.315027
CA,California,Contra Costa,2014,9,5.030248244,0.028736822,0.766967994,0.35025015
CA,California,Contra Costa,2014,10,7.90829529,0.025382355,0.944225478,0.353045817
CA,California,Contra Costa,2014,11,11.18163421,0.016293989,0.783810983,0.455341544
CA,California,Contra Costa,2014,12,8.462982237,0.016631204,0.480067602,0.386161086
CA,California,Contra Costa,2015,1,13.94483771,0.009950222,0.988933194,0.532226733
CA,California,Contra Costa,2015,2,8.427484476,0.019610631,0.787396929,0.445441917
CA,California,Contra Costa,2015,3,7.547460791,0.026235648,0.880227368,0.353715681
CA,California,Contra Costa,2015,4,4.595043,0.035432622,0.825743561,0.325970861
CA,California,Contra Costa,2015,5,3.237229323,0.036282774,0.468274801,0.286349968
CA,California,Contra Costa,2015,6,4.751897911,0.030219411,0.503790967,0.358383667
CA,California,Contra Costa,2015,7,3.739371978,0.025164516,0.589135651,0.278722285
CA,California,Contra Costa,2015,8,4.226135667,0.027082634,0.616037591,0.344872032
CA,California,Contra Costa,2015,9,6.793381622,0.028723333,0.80170295,0.343919133
CA,California,Contra Costa,2015,10,8.162992385,0.025511143,0.857110495,0.414111791
CA,California,Contra Costa,2015,11,10.83874732,0.018315756,0.874818678,0.4580767
CA,California,Contra Costa,2015,12,10.41968208,0.016908677,0.889349726,0.45476471
CA,California,Contra Costa,2016,1,8.635069032,0.018195333,0.805677952,0.40797914
CA,California,Contra Costa,2016,2,9.350901624,0.019118941,1.046161771,0.428559829
CA,California,Contra Costa,2016,3,5.348013129,0.025643376,0.889057634,0.364865677
CA,California,Contra Costa,2016,4,4.692593244,0.033596867,1.030143794,0.312380894
CA,California,Fresno,2003,1,17.85373878,0.007631296,1.200163361,0.810030104
CA,California,Fresno,2003,2,18.9010755,0.012996429,1.271981741,0.851734705
CA,California,Fresno,2003,3,18.99239006,0.020033494,0.640962455,0.745790532
CA,California,Fresno,2003,4,10.45243366,0.033110321,0.672593634,0.127285027
CA,California,Fresno,2003,5,10.97428758,0.040106645,1.377325105,0.154595879
CA,California,Fresno,2003,6,10.85888645,0.048866309,1.309443827,0.279065791
CA,California,Fresno,2003,7,16.03489362,0.046564096,2.146209722,0.588198957
CA,California,Fresno,2003,8,13.58888983,0.042557293,1.245796724,0.528219
CA,California,Fresno,2007,3,16.57933375,0.0277,0.073701464,0.020165482
CA,California,Fresno,2007,4,13.3619064,0.036392433,0.5004928,0.006146233
CA,California,Fresno,2007,5,11.4313401,0.044375387,1.090992113,9.07E-04
CA,California,Fresno,2007,6,10.16179183,0.045576833,1.764522117,8.54E-04
CA,California,Fresno,2007,7,9.598385226,0.042032581,0.886634823,0.001271323
CA,California,Fresno,2007,8,12.01730381,0.043389194,0.466755258,0.014635903
CA,California,Fresno,2007,9,12.40283267,0.0372444,0.377936017,0.188275117
CA,California,Fresno,2007,10,20.20716561,0.021617,0.191267968,0.39583679
CA,California,Fresno,2007,11,24.84163373,0.013169467,0.5696011,0.6934729
CA,California,Fresno,2007,12,21.47526452,0.010177839,0.731081113,0.678090097
CA,California,Fresno,2008,1,19.25573755,0.014579226,0.678600403,0.525877371
CA,California,Fresno,2008,2,19.10488952,0.018690963,0.77727863,0.550821889
CA,California,Fresno,2008,3,14.85785632,0.028814484,0.805287113,0.280701694
CA,California,Fresno,2008,4,12.70561267,0.040514033,0.859872417,0.251882317
CA,California,Fresno,2008,5,10.39264443,0.044562433,1.13790585,0.2096838
CA,California,Fresno,2008,6,10.73838978,0.05367961,1.582983244,0.290182488
CA,California,Fresno,2008,7,10.17934777,0.0500451,1.2595897,0.283540975
CA,California,Fresno,2008,8,11.24657874,0.044489258,0.6505325,0.198744403
CA,California,Fresno,2008,9,18.09508753,0.039140533,1.516789,0.26201335
CA,California,Fresno,2008,10,22.72319234,0.025533,1.276624052,0.443752552
CA,California,Fresno,2008,11,19.90364513,0.011995167,0.988830267,0.597051083
CA,California,Fresno,2008,12,17.94077526,0.00942529,1.051629468,0.492842903
CA,California,Fresno,2009,1,20.35979913,0.008306419,0.758101371,0.764882306
CA,California,Fresno,2009,2,16.69868729,0.018443429,0.525056286,0.417262214
CA,California,Fresno,2009,3,13.746653,0.027073935,0.913627097,0.280752435
CA,California,Fresno,2009,4,10.24415433,0.037118467,1.128388933,0.203689567
CA,California,Fresno,2009,5,8.990608806,0.044237935,1.442791613,0.168286855
CA,California,Fresno,2009,6,8.757048833,0.0412264,1.753096967,0.15306445
CA,California,Fresno,2009,7,9.437453839,0.050220387,3.2749945,0.147637984
CA,California,Fresno,2009,8,11.04791958,0.043986548,2.412473339,0.194335452
CA,California,Fresno,2009,9,15.04420287,0.0414417,2.896706033,0.236314533
CA,California,Fresno,2009,10,16.90905545,0.023617774,2.189695177,0.346998548
CA,California,Fresno,2009,11,21.1980164,0.014236633,1.405864217,0.583430767
CA,California,Fresno,2009,12,18.65363716,0.010310032,0.989995016,0.599041306
CA,California,Fresno,2010,1,15.09626419,0.011371032,0.161196661,0.405821387
CA,California,Fresno,2010,2,15.42010161,0.014190429,0.450881911,0.401027214
CA,California,Fresno,2010,3,14.32927455,0.02507529,0.748491516,0.263942081
CA,California,Fresno,2010,4,10.58519189,0.03086175,0.779862411,0.220469411
CA,California,Fresno,2010,5,7.651890871,0.037258742,1.161998581,0.154296468
CA,California,Fresno,2010,6,6.477470333,0.0394374,1.421381183,0.116595167
CA,California,Fresno,2010,7,7.680564419,0.047475742,1.699798323,0.122013823
CA,California,Fresno,2010,8,9.595817935,0.043689484,1.302417355,0.162439742
CA,California,Fresno,2010,9,16.86160336,0.041070974,1.090720141,0.276369846
CA,California,Fresno,2010,10,15.89277061,0.025986516,0.022280113,0.247820758
CA,California,Fresno,2010,11,18.6114586,0.0140494,0.005755683,0.54726065
CA,California,Fresno,2010,12,15.76737223,0.012384839,0,0.416862194
CA,California,Fresno,2011,1,16.76074213,0.008020194,0,0.490168105
CA,California,Fresno,2011,2,17.38918431,0.019005309,0,0.450914136
CA,California,Fresno,2011,3,10.98398426,0.026963452,8.96E-04,0.256966266
CA,California,Fresno,2011,4,6.705878148,0.034983426,0.001501478,0.200118139
CA,California,Fresno,2011,5,7.128242759,0.039349759,0.021085897,0.188519543
CA,California,Fresno,2011,6,5.928738267,0.040518267,0.7072882,0.188944992
CA,California,Fresno,2011,7,6.131646097,0.043370968,1.9732245,0.188366806
CA,California,Fresno,2011,8,7.978069645,0.043629065,1.717372306,0.199334403
CA,California,Fresno,2011,9,11.91179187,0.044325,2.22624315,0.259486608
CA,California,Fresno,2011,10,10.03089592,0.025767417,1.412854458,0.226851583
CA,California,Fresno,2012,2,17.46761241,0.01878069,0.297618862,0.550783052
CA,California,Fresno,2012,3,12.67599542,0.032173806,0.242280387,0.424060387
CA,California,Fresno,2012,4,7.951779286,0.038217929,0.331981089,0.224472446
CA,California,Fresno,2012,5,7.598827677,0.046309161,0.928630371,0.297748661
CA,California,Fresno,2012,6,6.486956552,0.044658,1.000564052,0.264540069
CA,California,Fresno,2012,7,7.027019387,0.049401323,1.1424025,0.257294274
CA,California,Fresno,2012,8,7.857970667,0.045930333,0.611904833,0.141754333
CA,California,Fresno,2012,9,13.5496581,0.0442495,1.159531433,0.261456383
CA,California,Fresno,2012,10,16.86951883,0.028892333,0.549329833,0.35821195
CA,California,Fresno,2012,11,19.36903757,0.015741967,0.452585483,0.63336525
CA,California,Fresno,2012,12,13.83294345,0.01216029,0.321493952,0.497347306
CA,California,Fresno,2013,1,20.32479645,0.009368871,0.550404952,0.830535774
CA,California,Fresno,2013,2,17.45169389,0.015571464,0.465217339,0.540233054
CA,California,Fresno,2013,3,11.18267245,0.027266129,0.372600694,0.313409548
CA,California,Fresno,2013,4,7.4877405,0.036937467,0.679592983,0.249491833
CA,California,Fresno,2013,5,5.893890429,0.042264857,0.917324714,0.247350571
CA,California,Fresno,2013,6,5.370402929,0.039052286,1.076225643,0.124115036
CA,California,Fresno,2013,7,7.090456452,0.047241968,0.838714548,0.16759079
CA,California,Fresno,2013,8,6.616722645,0.038026613,0.435019613,0.199070194
CA,California,Fresno,2013,9,9.364225833,0.033210467,0.486752117,0.246948983
CA,California,Fresno,2013,10,17.9914461,0.024584419,0.358094597,0.451566645
CA,California,Fresno,2013,11,21.5372201,0.0145723,0.336946167,0.661242867
CA,California,Fresno,2013,12,26.06804471,0.008790903,0.488659645,0.962367758
CA,California,Fresno,2014,1,27.69263287,0.010977387,0.470872565,0.842715629
CA,California,Fresno,2014,2,16.48454462,0.015340586,0.084215034,0.416803966
CA,California,Fresno,2014,3,11.19776158,0.025624355,0.046764177,0.307546
CA,California,Fresno,2014,4,8.444951133,0.036172933,0.349668033,0.2502581
CA,California,Fresno,2014,5,6.337717581,0.042809806,0.563880403,0.189611355
CA,California,Fresno,2014,6,5.727896667,0.045702867,1.042019733,0.167070167
CA,California,Fresno,2014,7,6.728840935,0.046369645,0.926479758,0.172660048
CA,California,Fresno,2014,8,6.931993034,0.041788138,0.661107103,0.188508207
CA,California,Fresno,2014,9,9.209106133,0.039949767,0.714087483,0.221657383
CA,California,Fresno,2014,10,17.17921623,0.028686258,0.478039065,0.371837823
CA,California,Fresno,2014,11,17.26559527,0.013561033,0.264412067,0.56290375
CA,California,Fresno,2014,12,13.83711526,0.011236645,0.171313387,0.441822952
CA,California,Fresno,2015,1,15.60327042,0.007360194,0.216679581,0.557209242
CA,California,Fresno,2015,2,13.52055311,0.016356259,0.195136481,0.410647537
CA,California,Fresno,2015,3,11.41973948,0.029901871,0.309425661,0.297138306
CA,California,Fresno,2015,4,7.596496433,0.039057533,0.700847033,0.22417365
CA,California,Fresno,2015,5,4.848714833,0.041406033,0.7049154,0.1946942
CA,California,Fresno,2015,6,5.075521733,0.048502433,1.151875283,0.16946215
CA,California,Fresno,2015,7,4.791131903,0.039751677,0.680213371,0.157086823
CA,California,Fresno,2015,8,6.308707161,0.041110161,0.593137065,0.182555274
CA,California,Fresno,2015,9,9.175391931,0.037182448,0.782394603,0.261601724
CA,California,Fresno,2015,10,16.67160125,0.024298875,0.268269375,0.36086975
CA,California,Fresno,2015,11,16.10258237,0.014551333,0.182384817,0.56012155
CA,California,Fresno,2015,12,15.87684406,0.010577097,0.080758613,0.562436468
CA,California,Fresno,2016,1,13.44109683,0.013010034,0.0369875,0.427986776
CA,California,Fresno,2016,2,17.23640414,0.015742621,0.101505138,0.526066207
CA,California,Humboldt,2006,12,5.482968954,0.019288338,0.094725262,0.5256336
CA,California,Humboldt,2007,3,4.064257,0.031187714,1,0.247229357
CA,California,Humboldt,2007,4,2.989960067,0.0307933,1.017429917,0.222608917
CA,California,Humboldt,2007,5,2.149560645,0.03173071,0.111054097,0.196037032
CA,California,Humboldt,2007,6,1.8583987,0.022263567,0.019925933,0.181286717
CA,California,Humboldt,2007,7,1.980134516,0.015318032,0.002307645,0.151753371
CA,California,Humboldt,2007,9,3.220343621,0.019037414,0.013251483,0.346511828
CA,California,Humboldt,2007,10,3.941776548,0.016882355,0.041245371,0.486155548
CA,California,Humboldt,2007,11,5.5947623,0.014466167,0.46384555,0.55996545
CA,California,Humboldt,2007,12,5.036257232,0.019239347,0.887304926,0.634085253
CA,California,Humboldt,2008,1,4.909583525,0.020099443,0.993325525,0.954970738
CA,California,Humboldt,2008,2,4.594961828,0.019428897,0.470707241,0.682460414
CA,California,Humboldt,2008,3,3.508551871,0.026459742,0.031395823,0.276254516
CA,California,Humboldt,2008,4,3.300949867,0.030731933,0.0974058,0.2626974
CA,California,Humboldt,2008,5,2.836924258,0.030219452,0.113057581,0.217009919
CA,California,Humboldt,2008,6,1.874494714,0.024565048,0.044390024,0.257019619
CA,California,Humboldt,2008,7,2.340556806,0.017898323,0.083103339,0.207963661
CA,California,Humboldt,2008,8,1.942597172,0.016108724,0.456137121,0.167306621
CA,California,Humboldt,2008,9,3.761579267,0.0181967,0.042880483,0.227255333
CA,California,Humboldt,2008,10,3.872950323,0.017889516,0.026485032,0.277246645
CA,California,Humboldt,2008,11,4.457698467,0.0130009,0,0.370928867
CA,California,Humboldt,2008,12,4.414229129,0.01716329,0,0.337290452
CA,California,Humboldt,2009,1,7.009269548,0.011430806,0.029496581,0.393047565
CA,California,Humboldt,2009,2,3.965125571,0.025054679,0.004822786,0.312147411
CA,California,Humboldt,2009,3,2.448152387,0.029616613,0.005702774,0.264775468
CA,California,Humboldt,2009,4,2.745872,0.031849033,0.013195617,0.23932285
CA,California,Humboldt,2009,5,1.729236267,0.0276838,0,0.206654867
CA,California,Humboldt,2009,6,1.4414239,0.023198233,0.0375,0.19063075
CA,California,Humboldt,2009,7,0.999059968,0.018245677,0.039247306,0.199606355
CA,California,Humboldt,2009,8,1.354990323,0.017796806,0.016282629,0.306130839
CA,California,Humboldt,2009,9,1.954184111,0.017845444,0,0.305892574
CA,California,Humboldt,2009,10,2.64764771,0.017170968,0.002553758,0.365570516
CA,California,Humboldt,2009,11,3.3887465,0.016156833,0.029448067,0.513027783
CA,California,Humboldt,2009,12,5.112809548,0.013640774,2.160369871,0.419758645
CA,California,Humboldt,2010,1,3.763515355,0.020611,2.614099661,0.344346161
CA,California,Humboldt,2010,2,2.176871321,0.023537571,3,0.419085625
CA,California,Humboldt,2010,3,2.628328133,0.027463533,2.9990196,0.2694552
CA,California,Humboldt,2010,4,2.047653233,0.0326265,0.648333333,0.191320917
CA,California,Humboldt,2010,5,1.55945318,0.028759033,0.011075164,0.232523836
CA,California,Humboldt,2010,6,1.104839633,0.0233313,0.018601617,0.152225933
CA,California,Humboldt,2010,7,1.674481581,0.018525419,0.779612323,0.179618565
CA,California,Humboldt,2010,8,1.983102774,0.019206065,0.8310085,0.183364677
CA,California,Humboldt,2010,9,2.8581714,0.014570167,0.88180395,0.166397033
CA,California,Humboldt,2010,10,3.864943968,0.022541387,1.053321613,0.119525484
CA,California,Humboldt,2010,11,4.189205133,0.019235767,1.269787667,0.282717717
CA,California,Humboldt,2010,12,3.694844581,0.023980806,1.441052032,0.356726694
CA,California,Humboldt,2011,1,5.639631129,0.015919968,1.592285968,0.336755855
CA,California,Humboldt,2011,2,4.086208286,0.024605679,1.729576,0.327976089
CA,California,Humboldt,2011,3,2.1532499,0.0324842,1.204078,0.1983764
CA,California,Humboldt,2011,4,2.4945665,0.031844533,0.0479803,0.218479283
CA,California,Humboldt,2011,5,2.290923882,0.031402059,0.058065588,0.207895471
CA,California,Humboldt,2011,7,0.621214818,0.018464576,0.45707547,0.605898727
CA,California,Humboldt,2011,8,1.306613368,0.019447474,0.106132044,0.446311921
CA,California,Humboldt,2011,9,1.916096259,0.020816148,0.111724843,0.283873278
CA,California,Humboldt,2011,10,2.18790763,0.021522296,-0.01673913,0.315918778
CA,California,Humboldt,2011,11,2.966419415,0.022315868,0.201907358,0.416988462
CA,California,Humboldt,2011,12,3.788657371,0.017688468,0.234101984,0.348104315
CA,California,Humboldt,2012,1,2.707791967,0.021294066,0.459912702,0.199378612
CA,California,Humboldt,2012,2,0.892619276,0.02969669,0,0.343368155
CA,California,Humboldt,2012,3,0.538652387,0.035253548,0,0.460212984
CA,California,Humboldt,2012,4,1.55158022,0.02961539,-0.013891331,0.312226881
CA,California,Humboldt,2012,5,1.429972258,0.032154258,-0.287538726,0.305892331
CA,California,Humboldt,2012,6,1.125892355,0.022581159,-0.388209439,0.264800252
CA,California,Humboldt,2012,7,1.070310871,0.020449871,-0.391598258,0.246527976
CA,California,Humboldt,2012,8,1.263220067,0.02073455,-0.329328825,0.241297642
CA,California,Humboldt,2012,9,1.818604885,0.021497345,-0.232628155,0.32532008
CA,California,Humboldt,2012,10,2.44355102,0.021361392,-0.14972599,0.221499539
CA,California,Humboldt,2012,11,1.992278233,0.024358767,-0.181211533,0.340568583
CA,California,Humboldt,2012,12,2.319562583,0.025661117,-0.056760833,0.348537325
CA,California,Humboldt,2013,1,4.461385333,0.019904074,0.129712546,0.37856087
CA,California,Humboldt,2013,2,2.66075736,0.0252674,0.18783396,0.34896971
CA,California,Humboldt,2013,3,1.621655548,0.025914532,-0.078665379,0.226447968
CA,California,Humboldt,2013,4,1.091115475,0.031856237,0.203842034,0.272855653
CA,California,Humboldt,2013,5,1.210509968,0.028419532,0.170434056,0.253371782
CA,California,Humboldt,2013,6,0.638435304,0.020314161,0.104088482,0.267784946
CA,California,Humboldt,2013,7,0.656532811,0.018173887,-0.046649028,0.203114632
CA,California,Humboldt,2013,8,0.795447629,0.016627226,0.283218968,0.297299605
CA,California,Humboldt,2013,9,0.8005474,0.0220696,-0.057414108,0.295047458
CA,California,Humboldt,2013,10,2.229964655,0.019987636,0.072424918,0.285009036
CA,California,Humboldt,2013,11,3.219887849,0.020344245,-0.037469736,0.219747245
CA,California,Humboldt,2013,12,3.769621117,0.017338417,0.079488275,0.370015142
CA,California,Humboldt,2014,1,3.819369355,0.018392742,0.300547565,0.367788637
CA,California,Humboldt,2014,2,2.186791143,0.022743429,0.461979616,0.350624438
CA,California,Humboldt,2014,3,1.335013121,0.027088483,0.182461922,0.269100172
CA,California,Humboldt,2014,4,1.256618966,0.027512552,-0.047137784,0.239453353
CA,California,Humboldt,2014,5,0.857627305,0.027294814,0.341154915,0.274867305
CA,California,Humboldt,2014,6,0.942965083,0.020203517,0.418148708,0.224976725
CA,California,Humboldt,2014,7,0.725671887,0.016772339,0.322483613,0.215790226
CA,California,Humboldt,2014,8,0.755608339,0.017063903,0.253136331,0.251493774
CA,California,Humboldt,2014,9,1.440289533,0.020956483,0.304812108,0.217237192
CA,California,Humboldt,2014,10,1.778384613,0.022864919,0.363535323,0.299478427
CA,California,Humboldt,2014,11,2.146718217,0.020510052,0.328614048,0.327862383
CA,California,Humboldt,2014,12,1.786245093,0.024321759,0.127340648,0.315249213
CA,California,Humboldt,2015,1,2.966979565,0.015421581,-0.055615387,0.403133903
CA,California,Humboldt,2015,2,1.853049036,0.020379518,-0.181447473,0.224846527
CA,California,Humboldt,2015,3,1.792283726,0.024436758,-0.207893097,0.299825113
CA,California,Humboldt,2015,4,0.920194052,0.032414276,-0.110766388,0.32913869
CA,California,Humboldt,2015,5,1.732020435,0.031997217,-0.132585387,0.43889887
CA,California,Humboldt,2015,6,2.088262593,0.024238796,-0.169295231,0.39169525
CA,California,Humboldt,2015,7,2.421909712,0.019899538,0.012653971,0.179079625
CA,California,Humboldt,2015,8,2.769465766,0.018460085,0.040176404,0.242847979
CA,California,Humboldt,2015,9,3.315856077,0.018758538,0.1864155,0.313638885
CA,California,Humboldt,2015,10,2.547731837,0.021504953,0.156765779,0.28217836
CA,California,Humboldt,2015,11,2.850131533,0.02443415,0.3994868,0.421487108
CA,California,Humboldt,2015,12,1.710241355,0.027823548,0.499573137,0.302748677
CA,California,Humboldt,2016,1,1.671891306,0.029121968,0.562698976,0.270521145
CA,California,Humboldt,2016,2,2.603872241,0.02199369,0.515741879,0.306034276
CA,California,Humboldt,2016,3,1.805919065,0.030067887,0.025230524,0.221615726
CA,California,Imperial,2000,1,29.37256152,0.018123645,2.472994258,1.905864452
CA,California,Imperial,2000,2,21.6636591,0.023669241,0.179355103,1.342977414
CA,California,Imperial,2000,3,18.21337503,0.031280903,0.199368871,0.985575774
CA,California,Imperial,2000,4,14.6928195,0.041210067,1.895950533,0.731888817
CA,California,Imperial,2000,6,11.58378617,0.0313321,1.230918017,0.567703167
CA,California,Imperial,2000,7,10.23243652,0.03403229,1.560137306,0.445190242
CA,California,Imperial,2000,8,9.873539571,0.032952821,0.909245625,0.557977929
CA,California,Imperial,2000,9,16.14022909,0.029984818,3.917248773,0.484382136
CA,California,Imperial,2000,10,16.72818571,0.024909484,5.76956929,0.765731452
CA,California,Imperial,2000,11,26.05698293,0.0168124,3.974213117,1.948524617
CA,California,Imperial,2000,12,31.66862171,0.013154419,2.972536613,2.290783371
CA,California,Imperial,2001,3,16.36255252,0.028770226,0.718118065,0.952990145
CA,California,Imperial,2001,4,10.37953759,0.039843966,0.727989966,0.596860569
CA,California,Imperial,2001,5,12.47643948,0.039139355,0.441567242,0.728449935
CA,California,Imperial,2001,6,9.293434433,0.036887467,0.621188633,0.56390835
CA,California,Imperial,2001,7,8.52262651,0.035981265,0.205631633,0.521840214
CA,California,Imperial,2001,8,8.421442645,0.030255097,0.401728016,0.5185755
CA,California,Imperial,2001,9,13.80296443,0.0244764,0.603064,0.676795667
CA,California,Imperial,2001,10,20.80307281,0.020240548,0.651471903,1.399591952
CA,California,Imperial,2001,11,19.52061923,0.017412467,0.655932417,1.300937333
CA,California,Imperial,2001,12,23.33711594,0.013825,0.688187855,1.918979484
CA,California,Imperial,2002,1,20.13916868,0.01495971,0.225956742,1.519515355
CA,California,Imperial,2002,2,24.19388768,0.018858571,0.431394804,1.852655018
CA,California,Imperial,2002,3,12.85902277,0.018927839,0.242214435,0.853117468
CA,California,Imperial,2002,4,9.464611087,0.020306174,0.251568717,0.658166543
CA,California,Imperial,2002,5,8.719048806,0.031244548,0.120136226,0.541021758
CA,California,Imperial,2002,6,8.930023067,0.032318,0.175878833,0.448702717
CA,California,Imperial,2002,7,7.165689129,0.028564516,0.154921129,0.477109419
CA,California,Imperial,2002,8,8.229759065,0.028338742,0.326641726,0.737155484
CA,California,Imperial,2002,9,10.70461137,0.0274792,0.343833783,0.85562635
CA,California,Imperial,2002,10,14.37122277,0.028482419,0.212856452,0.921816161
CA,California,Imperial,2002,11,17.04275357,0.016722233,0.295907,1.371616133
CA,California,Imperial,2002,12,20.10053555,0.014810806,0.256229306,1.824057
CA,California,Imperial,2003,1,19.54443448,0.009548,0.149660371,1.561887
CA,California,Imperial,2003,2,15.26020496,0.017303607,0.210071714,1.051262536
CA,California,Imperial,2003,3,13.91706284,0.021338645,0.154654355,0.892115903
CA,California,Imperial,2003,4,5.452855467,0.031472267,0.099554517,0.2992417
CA,California,Imperial,2003,5,9.308271581,0.031294677,0.141248,0.506151258
CA,California,Imperial,2003,6,7.66517592,0.0287184,0.32802778,0.36625898
CA,California,Imperial,2003,7,6.379750194,0.023141226,0.10807621,0.487852097
CA,California,Imperial,2003,8,5.571649,0.018462323,0.062194919,0.444622613
CA,California,Imperial,2003,9,7.519588133,0.014158367,0.054975933,0.55809645
CA,California,Imperial,2003,10,11.15630108,0.011914557,0.081589984,0.784932164
CA,California,Imperial,2003,11,12.54015713,0.009455633,0.070498133,0.973997583
CA,California,Imperial,2003,12,20.57603687,0.010380903,0.148442226,1.40016021
CA,California,Imperial,2004,1,23.59914506,0.010799742,0.144945565,1.443012048
CA,California,Imperial,2004,2,20.84557724,0.017690276,0.121585707,0.804165741
CA,California,Imperial,2004,3,16.59348497,0.024355774,0.159855387,0.600629839
CA,California,Imperial,2004,4,11.37170453,0.036941467,0.124415433,0.43901055
CA,California,Imperial,2004,5,11.00141039,0.032736258,0.142760935,0.435500145
CA,California,Imperial,2004,6,10.56155967,0.027295833,0.185858183,0.406810267
CA,California,Imperial,2004,7,8.507978935,0.026283581,1.086937339,0.419575645
CA,California,Imperial,2004,8,8.818512484,0.023992871,0.343270548,0.459551742
CA,California,Imperial,2004,9,11.44499657,0.0271361,0.145410983,0.5180551
CA,California,Imperial,2004,10,15.68109261,0.026353774,0.145431774,0.717859726
CA,California,Imperial,2004,11,19.9064138,0.0228464,0.096697717,0.870224733
CA,California,Imperial,2004,12,24.09677413,0.017708387,0.079953919,1.073444387
CA,California,Imperial,2005,1,20.17073545,0.020192968,0.300570548,0.694943887
CA,California,Imperial,2005,2,16.33982546,0.017934143,0.166873875,0.631221768
CA,California,Imperial,2005,3,11.712616,0.031843032,0.119409597,0.476597629
CA,California,Imperial,2005,4,12.15197557,0.037659367,0.119507633,0.436917483
CA,California,Imperial,2005,5,9.229621484,0.03929429,0.130619226,0.353422548
CA,California,Imperial,2005,6,7.231641833,0.0388683,0.589425967,0.3687517
