StateCode,year,month,None,D0,D1,D2,D4,D5
AK,2000,1,100,0,0,0,0,0
AK,2000,2,100,0,0,0,0,0
AK,2000,3,100,0,0,0,0,0
AK,2000,4,100,0,0,0,0,0
AK,2000,5,100,0,0,0,0,0
AK,2000,6,97.91157407,2.088425926,0,0,0,0
AK,2000,7,70.46814815,29.53185185,0,0,0,0
AK,2000,8,100,0,0,0,0,0
AK,2000,9,100,0,0,0,0,0
AK,2000,10,100,0,0,0,0,0
AK,2000,11,100,0,0,0,0,0
AK,2000,12,100,0,0,0,0,0
AK,2001,1,100,0,0,0,0,0
AK,2001,2,100,0,0,0,0,0
AK,2001,3,100,0,0,0,0,0
AK,2001,4,100,0,0,0,0,0
AK,2001,5,100,0,0,0,0,0
AK,2001,6,100,0,0,0,0,0
AK,2001,7,95.67274074,4.327259259,0,0,0,0
AK,2001,8,100,0,0,0,0,0
AK,2001,9,100,0,0,0,0,0
AK,2001,10,100,0,0,0,0,0
AK,2001,11,100,0,0,0,0,0
AK,2001,12,100,0,0,0,0,0
AK,2002,1,100,0,0,0,0,0
AK,2002,2,100,0,0,0,0,0
AK,2002,3,89.17277778,10.82722222,0,0,0,0
AK,2002,4,85.65088889,14.34911111,0,0,0,0
AK,2002,5,59.21138889,40.78861111,5.913796296,0,0,0
AK,2002,6,48.89527778,51.10472222,0,0,0,0
AK,2002,7,60.96192593,39.03807407,0,0,0,0
AK,2002,8,54.96611111,45.03388889,0,0,0,0
AK,2002,9,96.51907407,3.480925926,0,0,0,0
AK,2002,10,100,0,0,0,0,0
AK,2002,11,100,0,0,0,0,0
AK,2002,12,100,0,0,0,0,0
AK,2003,1,100,0,0,0,0,0
AK,2003,2,98.61990741,1.380092593,0,0,0,0
AK,2003,3,77.95101852,22.04898148,0,0,0,0
AK,2003,4,70.4597037,29.5402963,0,0,0,0
AK,2003,5,76.25157407,23.74842593,0,0,0,0
AK,2003,6,70.16259259,29.83740741,0,0,0,0
AK,2003,7,86.13474074,13.86525926,0,0,0,0
AK,2003,8,98.24888889,1.751111111,0,0,0,0
AK,2003,9,98.16888889,1.831111111,0,0,0,0
AK,2003,10,96.66055556,3.339444444,0,0,0,0
AK,2003,11,85.27351852,14.72648148,0,0,0,0
AK,2003,12,85.68681481,14.31318519,0,0,0,0
AK,2004,1,80.91731481,19.08268519,0,0,0,0
AK,2004,2,81.09574074,18.90425926,0,0,0,0
AK,2004,3,81.37614815,18.62385185,0,0,0,0
AK,2004,4,81.65925926,18.34074074,0,0,0,0
AK,2004,5,76.76435185,23.23564815,0,0,0,0
AK,2004,6,63.84103704,36.15896296,0,0,0,0
AK,2004,7,52.08768519,47.91231481,2.206481481,0,0,0
AK,2004,8,43.90192593,56.09807407,13.33703704,0,0,0
AK,2004,9,60.30833333,39.69166667,2.05462963,0,0,0
AK,2004,10,82.98990741,17.01009259,0,0,0,0
AK,2004,11,75.94488889,24.05511111,0,0,0,0
AK,2004,12,91.70333333,8.296666667,0,0,0,0
AK,2005,1,100,0,0,0,0,0
AK,2005,2,100,0,0,0,0,0
AK,2005,3,100,0,0,0,0,0
AK,2005,4,100,0,0,0,0,0
AK,2005,5,100,0,0,0,0,0
AK,2005,6,99.57018519,0.429814815,0,0,0,0
AK,2005,7,99.57018519,0.429814815,0,0,0,0
AK,2005,8,96.14288889,3.857111111,0,0,0,0
AK,2005,9,93.7762963,6.223703704,0,0,0,0
AK,2005,10,100,0,0,0,0,0
AK,2005,11,91.52992593,8.470074074,0,0,0,0
AK,2005,12,92.82296296,7.177037037,0,0,0,0
AK,2006,1,82.38185185,17.61814815,0,0,0,0
AK,2006,2,78.03907407,21.96092593,0,0,0,0
AK,2006,3,67.33925926,32.66074074,0,0,0,0
AK,2006,4,55.78,44.22,0,0,0,0
AK,2006,5,68.77711111,31.22288889,0,0,0,0
AK,2006,6,75.24333333,24.75666667,0,0,0,0
AK,2006,7,85.06444444,14.93555556,0,0,0,0
AK,2006,8,95.94281481,4.057185185,0,0,0,0
AK,2006,9,100,0,0,0,0,0
AK,2006,10,100,0,0,0,0,0
AK,2006,11,100,0,0,0,0,0
AK,2006,12,89.19259259,10.80740741,0,0,0,0
AK,2007,1,81.81474074,18.18525926,0,0,0,0
AK,2007,2,80.56148148,19.43851852,0,0,0,0
AK,2007,3,78.92398148,21.07601852,0,0,0,0
AK,2007,4,75.39888889,24.60111111,0,0,0,0
AK,2007,5,72.78481481,27.21518519,0,0,0,0
AK,2007,6,77.37648148,22.62351852,0,0,0,0
AK,2007,7,85.05792593,14.94207407,0,0,0,0
AK,2007,8,86.90833333,13.09166667,0,0,0,0
AK,2007,9,92.99388889,7.006111111,0,0,0,0
AK,2007,10,96.86925926,3.130740741,0,0,0,0
AK,2007,11,96.86925926,3.130740741,0,0,0,0
AK,2007,12,96.86925926,3.130740741,0,0,0,0
AK,2008,1,84.68518519,15.31481481,0,0,0,0
AK,2008,2,81.04324074,18.95675926,0,0,0,0
AK,2008,3,79.82925926,20.17074074,0,0,0,0
AK,2008,4,82.33444444,17.66555556,0,0,0,0
AK,2008,5,85.13925926,14.86074074,0,0,0,0
AK,2008,6,94.79148148,5.208518519,0,0,0,0
AK,2008,7,100,0,0,0,0,0
AK,2008,8,100,0,0,0,0,0
AK,2008,9,94.76592593,5.234074074,0,0,0,0
AK,2008,10,90.86722222,9.132777778,0,0,0,0
AK,2008,11,94.44703704,5.552962963,0,0,0,0
AK,2008,12,91.43911111,8.560888889,0,0,0,0
AK,2009,1,89.37148148,10.62851852,0,0,0,0
AK,2009,2,92.60601852,7.393981481,0,0,0,0
AK,2009,3,99.09355556,0.906444444,0,0,0,0
AK,2009,4,94.38907407,5.610925926,0,0,0,0
AK,2009,5,75.91203704,24.08796296,1.053518519,0,0,0
AK,2009,6,67.29340741,32.70659259,5.324592593,0,0,0
AK,2009,7,52.21583333,47.78416667,9.1475,0,0,0
AK,2009,8,60.61333333,39.38666667,5.4675,0,0,0
AK,2009,9,90.70007407,9.299925926,0,0,0,0
AK,2009,10,95.22416667,4.775833333,0,0,0,0
AK,2009,11,95.93,4.07,0,0,0,0
AK,2009,12,88.43103704,11.56896296,0,0,0,0
AK,2010,1,77.22009259,22.77990741,0,0,0,0
AK,2010,2,75.58592593,24.41407407,0,0,0,0
AK,2010,3,76.41733333,23.58266667,0,0,0,0
AK,2010,4,77.95240741,22.04759259,0,0,0,0
AK,2010,5,78.15564815,21.84435185,0.912962963,0,0,0
AK,2010,6,58.83540741,41.16459259,3.651851852,0,0,0
AK,2010,7,49.93861111,50.06138889,0,0,0,0
AK,2010,8,62.85088889,37.14911111,0,0,0,0
AK,2010,9,76.62935185,23.37064815,0,0,0,0
AK,2010,10,59.37777778,40.62222222,0,0,0,0
AK,2010,11,58.40037037,41.59962963,0,0,0,0
AK,2010,12,60.33194444,39.66805556,0,0,0,0
AK,2011,1,51.38222222,48.61777778,0,0,0,0
AK,2011,2,61.87861111,38.12138889,0,0,0,0
AK,2011,3,73.63540741,26.36459259,0,0,0,0
AK,2011,4,73.98305556,26.01694444,0,0,0,0
AK,2011,5,50.75162963,49.24837037,0,0,0,0
AK,2011,6,54.98175926,45.01824074,0,0,0,0
AK,2011,7,60.30944444,39.69055556,0,0,0,0
AK,2011,8,77.6562963,22.3437037,0,0,0,0
AK,2011,9,98.02111111,1.978888889,0,0,0,0
AK,2011,10,100,0,0,0,0,0
AK,2011,11,100,0,0,0,0,0
AK,2011,12,100,0,0,0,0,0
AK,2012,1,100,0,0,0,0,0
AK,2012,2,100,0,0,0,0,0
AK,2012,3,100,0,0,0,0,0
AK,2012,4,100,0,0,0,0,0
AK,2012,5,100,0,0,0,0,0
AK,2012,6,92.94287037,7.05712963,0,0,0,0
AK,2012,7,88.40088889,11.59911111,0,0,0,0
AK,2012,8,90.50296296,9.497037037,0,0,0,0
AK,2012,9,90.50296296,9.497037037,0,0,0,0
AK,2012,10,90.50740741,9.492592593,0,0,0,0
AK,2012,11,85.56324074,14.43675926,0,0,0,0
AK,2012,12,61.03805556,38.96194444,0,0,0,0
AK,2013,1,31.97,68.03,0.287037037,0,0,0
AK,2013,2,41.20703704,58.79296296,0.287037037,0,0,0
AK,2013,3,72.05064815,27.94935185,0.287037037,0,0,0
AK,2013,4,79.82651852,20.17348148,0.287037037,0,0,0
AK,2013,5,89.80037037,10.19962963,0.287037037,0,0,0
AK,2013,6,86.41731481,13.58268519,0.666759259,0,0,0
AK,2013,7,69.66955556,30.33044444,8.714296296,0.942962963,0,0
AK,2013,8,65.84925926,34.15074074,14.72537037,4.896666667,0,0
AK,2013,9,77.53611111,22.46388889,11.615,4.104444444,0,0
AK,2013,10,83.63148148,16.36851852,9.658888889,0,0,0
AK,2013,11,80.33851852,19.66148148,7.605740741,0,0,0
AK,2013,12,81.86192593,18.13807407,0.365925926,0,0,0
AK,2014,1,88.07407407,11.92592593,0.365925926,0,0,0
AK,2014,2,90.89777778,9.102222222,0.365925926,0,0,0
AK,2014,3,87.26305556,12.73694444,0.182962963,0,0,0
AK,2014,4,89.08555556,10.91444444,0,0,0,0
AK,2014,5,89.08555556,10.91444444,0,0,0,0
AK,2014,6,55.17296296,44.82703704,0,0,0,0
AK,2014,7,100,0,0,0,0,0
AK,2014,8,100,0,0,0,0,0
AK,2014,9,100,0,0,0,0,0
AK,2014,10,100,0,0,0,0,0
AK,2014,11,100,0,0,0,0,0
AK,2014,12,100,0,0,0,0,0
AK,2015,1,100,0,0,0,0,0
AK,2015,2,91.29851852,8.701481481,0,0,0,0
AK,2015,3,76.04185185,23.95814815,0,0,0,0
AK,2015,4,81.39981481,18.60018519,0,0,0,0
AK,2015,5,83.04888889,16.95111111,0,0,0,0
AK,2015,6,43.10592593,56.89407407,4.284814815,0,0,0
AK,2015,7,41.69953704,58.30046296,27.9675,0,0,0
AK,2015,8,45.51259259,54.48740741,26.66037037,0,0,0
AK,2015,9,62.06562963,37.93437037,9.708666667,0,0,0
AK,2015,10,88.55935185,11.44064815,0,0,0,0
AK,2015,11,91.34444444,8.655555556,0,0,0,0
AK,2015,12,95.76888889,4.231111111,0,0,0,0
AK,2016,1,95.76888889,4.231111111,0,0,0,0
AK,2016,2,95.76888889,4.231111111,0,0,0,0
AK,2016,3,92.79355556,7.206444444,0,0,0,0
AK,2016,4,68.37527778,31.62472222,0,0,0,0
AK,2016,5,73.02533333,26.97466667,0,0,0,0
AK,2016,6,89.43092593,10.56907407,0,0,0,0
AK,2016,7,83.39296296,16.60703704,0,0,0,0
AK,2016,8,95.52548148,4.474518519,0,0,0,0
AK,2016,9,100,0,0,0,0,0
AK,2016,10,93.0112963,6.988703704,0,0,0,0
AK,2016,11,86.02259259,13.97740741,0,0,0,0
AL,2000,1,0,100,73.80921642,8.853992537,0,0
AL,2000,2,0,100,54.85552239,2.74680597,0,0
AL,2000,3,0,100,61.99182836,20.62925373,0,0
AL,2000,4,26.50798507,73.49201493,41.85302239,11.53604478,0,0
AL,2000,5,16.97134328,83.02865672,64.44253731,36.12161194,7.760089552,0
AL,2000,6,0,100,99.32201493,60.83981343,33.7025,3.864962687
AL,2000,7,0,100,97.68567164,86.00287313,63.93921642,37.51335821
AL,2000,8,0,100,100,97.69283582,91.12701493,66.15241791
AL,2000,9,0,100,100,99.83675373,94.995,60.61160448
AL,2000,10,0,100,100,99.56197015,91.8838209,43.08483582
AL,2000,11,0,100,100,100,47.54679104,7.35391791
AL,2000,12,0,100,99.9388806,88.0411194,0,0
AL,2001,1,0.915373134,99.08462687,86.95241791,37.81710448,0,0
AL,2001,2,17.33925373,82.66074627,53.85421642,10.52201493,0,0
AL,2001,3,69.27145522,30.72854478,8.575410448,0,0,0
AL,2001,4,94.35328358,5.646716418,0.001231343,0,0,0
AL,2001,5,52.55719403,47.44280597,1.744029851,0,0,0
AL,2001,6,94.30347015,5.696529851,0.609104478,0,0,0
AL,2001,7,99.94835821,0.051641791,0,0,0,0
AL,2001,8,99.42294776,0.577052239,0,0,0,0
AL,2001,9,100,0,0,0,0,0
AL,2001,10,89.10304478,10.89695522,0,0,0,0
AL,2001,11,52.50179104,47.49820896,7.354328358,0,0,0
AL,2001,12,69.01164179,30.98835821,3.377164179,0,0,0
AL,2002,1,65.73450746,34.26549254,9.745671642,0.808626866,0,0
AL,2002,2,70.8455597,29.1544403,5.440671642,0.158955224,0,0
AL,2002,3,33.43634328,66.56365672,22.96033582,2.90988806,0,0
AL,2002,4,48.04743284,51.95256716,4.88641791,0,0,0
AL,2002,5,26.81171642,73.18828358,47.01619403,15.87708955,0.027462687,0
AL,2002,6,18.03563433,81.96436567,59.8486194,26.70104478,0.0825,0
AL,2002,7,20.48367164,79.51632836,53.41579104,17.76558209,0,0
AL,2002,8,35.905,64.095,29.81369403,11.38996269,0,0
AL,2002,9,13.15279851,86.84720149,44.66395522,15.57365672,0.349067164,0
AL,2002,10,88.74414925,11.25585075,2.498865672,0,0,0
AL,2002,11,99.91432836,0.085671642,0,0,0,0
AL,2002,12,100,0,0,0,0,0
AL,2003,1,100,0,0,0,0,0
AL,2003,2,98.47764925,1.522350746,0,0,0,0
AL,2003,3,99.99485075,0.005149254,0,0,0,0
AL,2003,4,100,0,0,0,0,0
AL,2003,5,97.68988806,2.31011194,0,0,0,0
AL,2003,6,100,0,0,0,0,0
AL,2003,7,100,0,0,0,0,0
AL,2003,8,100,0,0,0,0,0
AL,2003,9,100,0,0,0,0,0
AL,2003,10,100,0,0,0,0,0
AL,2003,11,100,0,0,0,0,0
AL,2003,12,100,0,0,0,0,0
AL,2004,1,100,0,0,0,0,0
AL,2004,2,100,0,0,0,0,0
AL,2004,3,82.77564179,17.22435821,0,0,0,0
AL,2004,4,49.03652985,50.96347015,6.385410448,0,0,0
AL,2004,5,51.16839552,48.83160448,2.879141791,0,0,0
AL,2004,6,76.01385075,23.98614925,2.300626866,0,0,0
AL,2004,7,100,0,0,0,0,0
AL,2004,8,90.38059701,9.619402985,0,0,0,0
AL,2004,9,100,0,0,0,0,0
AL,2004,10,100,0,0,0,0,0
AL,2004,11,100,0,0,0,0,0
AL,2004,12,100,0,0,0,0,0
AL,2005,1,100,0,0,0,0,0
AL,2005,2,100,0,0,0,0,0
AL,2005,3,93.11898507,6.881014925,0,0,0,0
AL,2005,4,100,0,0,0,0,0
AL,2005,5,95.66907463,4.330925373,0.310626866,0,0,0
AL,2005,6,99.43705224,0.562947761,0,0,0,0
AL,2005,7,100,0,0,0,0,0
AL,2005,8,100,0,0,0,0,0
AL,2005,9,100,0,0,0,0,0
AL,2005,10,94.56123134,5.438768657,0,0,0,0
AL,2005,11,42.08256716,57.91743284,2.249074627,0,0,0
AL,2005,12,99.46014925,0.539850746,0,0,0,0
AL,2006,1,67.48086567,32.51913433,0.176567164,0,0,0
AL,2006,2,95.85697761,4.143022388,0.022574627,0,0,0
AL,2006,3,97.5066791,2.493320896,0,0,0,0
AL,2006,4,62.13597015,37.86402985,5.795261194,0.670447761,0,0
AL,2006,5,81.11504478,18.88495522,1.15038806,0.070985075,0,0
AL,2006,6,47.78231343,52.21768657,30.3841791,3.532835821,0.347649254,0
AL,2006,7,1.18608209,98.81391791,91.65776119,44.4733209,16.06623134,0
AL,2006,8,0,100,100,87.48495522,21.74558209,0
AL,2006,9,0,100,92.93466418,44.92235075,3.40141791,0
AL,2006,10,8.981283582,91.01871642,51.91325373,0,0,0
AL,2006,11,72.78466418,27.21533582,0,0,0,0
AL,2006,12,69.49563433,30.50436567,0,0,0,0
AL,2007,1,72.90080597,27.09919403,0,0,0,0
AL,2007,2,51.96093284,48.03906716,2.006791045,0,0,0
AL,2007,3,10.29884328,89.70115672,50.86869403,14.43966418,0.928470149,0
AL,2007,4,5.439477612,94.56052239,78.83839552,46.37473881,11.70134328,0
AL,2007,5,1.856955224,98.14304478,89.78226866,67.54358209,53.81940299,0
AL,2007,6,0,100,99.99906716,92.2055597,76.06921642,37.8736194
AL,2007,7,0,100,95.39797015,81.87958209,55.6718209,29.37361194
AL,2007,8,0,100,97.08328358,94.81604478,89.50026119,73.75436567
AL,2007,9,0.805149254,99.19485075,94.58298507,88.52708955,78.33287313,60.38395522
AL,2007,10,0.790089552,99.20991045,95.50059701,86.3701194,78.34259701,61.45131343
AL,2007,11,1.738619403,98.2613806,89.81309701,76.94518657,63.48880597,50.31507463
AL,2007,12,4.124738806,95.87526119,89.11891791,76.22365672,64.70570896,52.50802239
AL,2008,1,8.675014925,91.32498507,83.48641791,71.80680597,59.56313433,42.04662687
AL,2008,2,15.34716418,84.65283582,76.79253731,67.15175373,50.48925373,33.23041045
AL,2008,3,18.05455224,81.94544776,73.03455224,61.42548507,37.62373134,2.116753731
AL,2008,4,14.86035821,85.13964179,72.64158209,53.25656716,24.5561791,0
AL,2008,5,7.982947761,92.01705224,68.94690299,48.16973881,10.81675373,0
AL,2008,6,15.50216418,84.49783582,63.77570896,32.89395522,0,0
AL,2008,7,3.430447761,96.56955224,76.6218209,36.54185075,0,0
AL,2008,8,13.11731343,86.88268657,67.25384328,40.58925373,10.57246269,0
AL,2008,9,30.10632836,69.89367164,27.27113433,2.417343284,0,0
AL,2008,10,10.65798507,89.34201493,23.91399254,2.542350746,0,0
AL,2008,11,24.30044776,75.69955224,20.75858209,1.736343284,0,0
AL,2008,12,53.38152239,46.61847761,11.66173134,0.554746269,0,0
AL,2009,1,68.7283209,31.2716791,0,0,0,0
AL,2009,2,28.76929104,71.23070896,5.713768657,0,0,0
AL,2009,3,41.61462687,58.38537313,8.922716418,0,0,0
AL,2009,4,100,0,0,0,0,0
AL,2009,5,100,0,0,0,0,0
AL,2009,6,96.2778806,3.722119403,0,0,0,0
AL,2009,7,74.0633209,25.9366791,0,0,0,0
AL,2009,8,90.99283582,9.007164179,0,0,0,0
AL,2009,9,100,0,0,0,0,0
AL,2009,10,100,0,0,0,0,0
AL,2009,11,100,0,0,0,0,0
AL,2009,12,100,0,0,0,0,0
AL,2010,1,100,0,0,0,0,0
AL,2010,2,100,0,0,0,0,0
AL,2010,3,96.96062687,3.039373134,0,0,0,0
AL,2010,4,65.03570896,34.96429104,0,0,0,0
AL,2010,5,100,0,0,0,0,0
AL,2010,6,100,0,0,0,0,0
AL,2010,7,48.61485075,51.38514925,1.58641791,0,0,0
AL,2010,8,38.39602985,61.60397015,22.13802985,0,0,0
AL,2010,9,14.37041045,85.62958955,46.67664179,18.12149254,2.53380597,0
AL,2010,10,0.979029851,99.02097015,87.48317164,38.12552239,8.812126866,0
AL,2010,11,1.528268657,98.47173134,68.03585075,35.38423881,10.15020896,0
AL,2010,12,25.36563433,74.63436567,54.01100746,23.34649254,2.128507463,0
AL,2011,1,22.81753731,77.18246269,55.91007463,28.72425373,2.128507463,0
AL,2011,2,9.057761194,90.94223881,67.50544776,25.55014925,0.532126866,0
AL,2011,3,15.36316418,84.63683582,64.80074627,27.14346269,3.00238806,0
AL,2011,4,53.79425373,46.20574627,39.07809701,15.58160448,0,0
AL,2011,5,45.92958209,54.07041791,39.18946269,28.29597015,6.248686567,0
AL,2011,6,9.364402985,90.63559701,53.58895522,39.75656716,22.0019403,6.55988806
AL,2011,7,25.45216418,74.54783582,49.39044776,32.11779851,14.84134328,4.126716418
AL,2011,8,29.89737313,70.10262687,56.45731343,39.396,9.940835821,0
AL,2011,9,43.91880597,56.08119403,46.57134328,34.70462687,19.70533582,0
AL,2011,10,40.42623134,59.57376866,44.76712687,35.68197761,20.95414179,0
AL,2011,11,20.66510448,79.33489552,55.72659701,44.95626866,31.04650746,0
AL,2011,12,39.43436567,60.56563433,50.91731343,36.35548507,18.53287313,0
AL,2012,1,47.76507463,52.23492537,43.00367164,28.46561194,14.80844776,1.537343284
AL,2012,2,54.31261194,45.68738806,36.29414179,26.60328358,14.95634328,4.198134328
AL,2012,3,55.53059701,44.46940299,34.32712687,25.68268657,16.79067164,3.818358209
AL,2012,4,48.24093284,51.75906716,34.70223881,27.51119403,19.86738806,3.731604478
AL,2012,5,11.02701493,88.97298507,53.71116418,31.50779104,25.09943284,3.474567164
AL,2012,6,23.6091791,76.3908209,39.54716418,24.23567164,17.63772388,1.821828358
AL,2012,7,7.383940299,92.6160597,61.12752239,33.63226866,17.98134328,1.623910448
AL,2012,8,43.98145522,56.01854478,33.50776119,20.40380597,12.08496269,0.487276119
AL,2012,9,64.02630597,35.97369403,23.78533582,18.27567164,10.45649254,0
AL,2012,10,68.83623881,31.16376119,21.48689552,14.06104478,8.258955224,0
AL,2012,11,49.55496269,50.44503731,35.51503731,22.70768657,9.951567164,4.397761194
AL,2012,12,26.99791045,73.00208955,41.8666791,25.23238806,12.00089552,4.397761194
AL,2013,1,42.34844776,57.65155224,37.06232836,22.46504478,10.41050746,0
AL,2013,2,66.17130597,33.82869403,18.26738806,7.987164179,1.2425,0
AL,2013,3,92.52962687,7.470373134,0.285149254,0,0,0
AL,2013,4,96.84632836,3.153671642,0,0,0,0
AL,2013,5,95.36772388,4.632276119,0.641455224,0,0,0
AL,2013,6,74.07197761,25.92802239,0.96858209,0,0,0
AL,2013,7,95.44316418,4.556835821,0,0,0,0
AL,2013,8,100,0,0,0,0,0
AL,2013,9,95.69630597,4.30369403,0,0,0,0
AL,2013,10,93.90486567,6.095134328,0,0,0,0
AL,2013,11,61.84358209,38.15641791,2.815037313,0,0,0
AL,2013,12,83.3541791,16.6458209,2.362238806,0,0,0
AL,2014,1,88.73037313,11.26962687,0,0,0,0
AL,2014,2,85.11873134,14.88126866,0,0,0,0
AL,2014,3,81.53432836,18.46567164,0.988656716,0,0,0
AL,2014,4,91.16543284,8.834567164,1.72280597,0,0,0
AL,2014,5,92.25541045,7.744589552,0.898097015,0,0,0
AL,2014,6,93.20522388,6.794776119,0.181604478,0,0,0
AL,2014,7,82.19764179,17.80235821,0.132835821,0,0,0
AL,2014,8,51.91347015,48.08652985,4.999216418,0,0,0
AL,2014,9,32.84331343,67.15668657,14.36937313,0.295880597,0,0
AL,2014,10,39.40507463,60.59492537,20.44649254,1.419850746,0,0
AL,2014,11,36.3055597,63.6944403,18.10891791,1.503320896,0,0
AL,2014,12,41.45050746,58.54949254,18.718,1.573641791,0,0
AL,2015,1,75.23414179,24.76585821,1.375746269,0,0,0
AL,2015,2,42.13660448,57.86339552,5.789514925,0,0,0
AL,2015,3,51.69955224,48.30044776,8.401253731,0,0,0
AL,2015,4,57.59511194,42.40488806,7.956865672,1.150970149,0,0
AL,2015,5,60.83720149,39.16279851,0,0,0,0
AL,2015,6,83.29997015,16.70002985,3.128835821,0,0,0
AL,2015,7,69.04208955,30.95791045,8.070074627,0,0,0
AL,2015,8,44.95026119,55.04973881,12.70317164,0,0,0
AL,2015,9,44.98955224,55.01044776,10.94167164,0,0,0
AL,2015,10,41.59085821,58.40914179,12.09231343,0.189477612,0,0
AL,2015,11,84.15272388,15.84727612,0,0,0,0
AL,2015,12,98.71576119,1.284238806,0,0,0,0
AL,2016,1,100,0,0,0,0,0
AL,2016,2,100,0,0,0,0,0
AL,2016,3,99.55435821,0.445641791,0,0,0,0
AL,2016,4,97.74335821,2.256641791,0,0,0,0
AL,2016,5,63.15850746,36.84149254,10.77904478,1.491761194,0,0
AL,2016,6,38.0375,61.9625,42.34208955,12.71630597,0.128320896,0
AL,2016,7,33.6133209,66.3866791,45.82615672,16.97287313,2.287238806,0
AL,2016,8,41.01426866,58.98573134,36.32155224,15.56176119,1.606985075,0
AL,2016,9,25.01701493,74.98298507,38.90645522,14.2366791,2.535261194,0
AL,2016,10,2.632761194,97.36723881,84.24097015,52.45813433,22.26835821,4.834477612
AL,2016,11,0,100,100,78.04671642,55.53985075,16.38462687
AR,2000,1,13.722,86.278,31.61,4.084733333,0,0
AR,2000,2,1.726346667,98.27365333,33.55021333,4.33896,0,0
AR,2000,3,15.18363333,84.81636667,29.9386,4.0783,0,0
AR,2000,4,4.544033333,95.45596667,37.71613333,0,0,0
AR,2000,5,25.85082667,74.14917333,35.03448,0.942746667,0,0
AR,2000,6,84.34846667,15.65153333,0,0,0,0
AR,2000,7,79.29453333,20.70546667,4.7854,0,0,0
AR,2000,8,19.43205333,80.56794667,42.18162667,9.856213333,2.415306667,0
AR,2000,9,0,100,99.72056667,85.47126667,31.2798,0
AR,2000,10,0,100,100,67.52538667,33.66888,3.16336
AR,2000,11,47.17243333,52.82756667,32.152,20.23193333,8.872233333,0
AR,2000,12,71.0763,28.9237,12.843,4.442666667,0,0
AR,2001,1,75.07818667,24.92181333,11.26125333,3.821253333,0,0
AR,2001,2,88.22086667,11.77913333,3.165866667,0.5807,0,0
AR,2001,3,98.10686667,1.893133333,0,0,0,0
AR,2001,4,83.7686,16.2314,1.318366667,0,0,0
AR,2001,5,51.28650667,48.71349333,24.61008,3.749546667,0,0
AR,2001,6,61.27263333,38.72736667,13.92803333,3.335033333,0,0
AR,2001,7,32.10882667,67.89117333,20.62138667,5.34352,0,0
AR,2001,8,18.81416667,81.18583333,21.9244,5.5047,0,0
AR,2001,9,58.7038,41.2962,20.64826667,7.240933333,0,0
AR,2001,10,72.43384,27.56616,12.35986667,2.896373333,0,0
AR,2001,11,74.56926667,25.43073333,8.300333333,0,0,0
AR,2001,12,94.66606667,5.333933333,0,0,0,0
AR,2002,1,99.99138667,0.008613333,0,0,0,0
AR,2002,2,100,0,0,0,0,0
AR,2002,3,100,0,0,0,0,0
AR,2002,4,100,0,0,0,0,0
AR,2002,5,100,0,0,0,0,0
AR,2002,6,98.21166667,1.788333333,0.168566667,0,0,0
AR,2002,7,70.51984,29.48016,0.243706667,0,0,0
AR,2002,8,92.9315,7.0685,0,0,0,0
AR,2002,9,59.67003333,40.32996667,0,0,0,0
AR,2002,10,62.12301333,37.87698667,9.770773333,0,0,0
AR,2002,11,74.0819,25.9181,3.836966667,0,0,0
AR,2002,12,72.68850667,27.31149333,0.693413333,0,0,0
AR,2003,1,85.5071,14.4929,0.547833333,0,0,0
AR,2003,2,93.5265,6.4735,0.563133333,0,0,0
AR,2003,3,99.27946667,0.720533333,0,0,0,0
AR,2003,4,32.01616,67.98384,6.484666667,0,0,0
AR,2003,5,70.02096667,29.97903333,7.171933333,0,0,0
AR,2003,6,71.3887,28.6113,2.918233333,0,0,0
AR,2003,7,94.07813333,5.921866667,1.225146667,0,0,0
AR,2003,8,85.21473333,14.78526667,1.759,0,0,0
AR,2003,9,100,0,0,0,0,0
AR,2003,10,76.31933333,23.68066667,0,0,0,0
AR,2003,11,75.1356,24.8644,0.0376,0,0,0
AR,2003,12,87.43594667,12.56405333,1.9852,0,0,0
AR,2004,1,66.15316667,33.84683333,9.475533333,0,0,0
AR,2004,2,85.69403333,14.30596667,1.997366667,0,0,0
AR,2004,3,94.58696,5.41304,0.097226667,0,0,0
AR,2004,4,79.012,20.988,0,0,0,0
AR,2004,5,91.9021,8.0979,3.495533333,0,0,0
AR,2004,6,83.35186667,16.64813333,3.815306667,0,0,0
AR,2004,7,100,0,0,0,0,0
AR,2004,8,100,0,0,0,0,0
AR,2004,9,69.15013333,30.84986667,0,0,0,0
AR,2004,10,63.7476,36.2524,6.948633333,0,0,0
AR,2004,11,100,0,0,0,0,0
AR,2004,12,100,0,0,0,0,0
AR,2005,1,100,0,0,0,0,0
AR,2005,2,100,0,0,0,0,0
AR,2005,3,91.9508,8.0492,0,0,0,0
AR,2005,4,94.44206667,5.557933333,0,0,0,0
AR,2005,5,28.27661333,71.72338667,15.28058667,0,0,0
AR,2005,6,3.700666667,96.29933333,79.66403333,44.39683333,3.654366667,0
AR,2005,7,0.509166667,99.49083333,83.71736667,57.36086667,17.57296667,0
AR,2005,8,0.413173333,99.58682667,94.09661333,57.67666667,10.49962667,0
AR,2005,9,20.7537,79.2463,64.32623333,38.69226667,7.216,0
AR,2005,10,33.1847,66.8153,16.92243333,0.107833333,0,0
